timestamp_sec,voltage
0.828,-0.08152001711884777
0.832,-0.10437465365095393
0.836,-0.11215352719894095
0.84,-0.08787963773223349
0.844,-0.07518667360757789
0.848,-0.08866970934877995
0.852,-0.11349937594083132
0.856,-0.10381237995045547
0.86,-0.07521353055937091
0.864,-0.07781950540535132
0.868,-0.0960041651115007
0.872,-0.0956949533993042
0.876,-0.10420552708323161
0.88,-0.09379562298226021
0.884,-0.0814197099209922
0.888,-0.07827557719951139
0.892,-0.09501238602319297
0.896,-0.11383566698141694
0.9,-0.09346084180868502
0.904,-0.07589797283041737
0.908,-0.0892030290833339
0.912,-0.09229010020064693
0.916,-0.09443880124412164
0.92,-0.10699379542670925
0.924,-0.07849742615399631
0.928,-0.07981931104077497
0.932,-0.09637992763444259
0.936,-0.08303658348174744
0.94,-0.0917299416805256
0.944,-0.08375639242486241
0.948,-0.08200933836665039
0.952,-0.0953594191113678
0.956,-0.10173984768204124
0.96,-0.08916654709096848
0.964,-0.0858843868987531
0.968,-0.0854526393033551
0.972,-0.09209700807918295
0.976,-0.07889641000008875
0.98,-0.08475685863359281
0.984,-0.07094515944453775
0.988,-0.08361953187526795
0.992,-0.09903128271496733
0.996,-0.09982988068693446
1.0,-0.07607880445437351
1.004,-0.0576614539464779
1.008,-0.08546402779075404
1.012,-0.0973510070478901
1.016,-0.09884642053424
1.02,-0.090116493482323
1.024,-0.08371473373522291
1.028,-0.07991007512762628
1.032,-0.09471598421880599
1.036,-0.07848946540039094
1.04,-0.08067755087663228
1.044,-0.08344575799154799
1.048,-0.05977239596433083
1.052,-0.08772513842379986
1.056,-0.1026997633503392
1.06,-0.09622038295231206
1.064,-0.07926018042732447
1.068,-0.08002742189974654
1.072,-0.08388968210773633
1.076,-0.10509401494851371
1.08,-0.07301417809425433
1.084,-0.07591511551880971
1.088,-0.07836313731924935
1.092,-0.0882464586656143
1.096,-0.1101833110124051
1.1,-0.08012532725827026
1.104,-0.05779535539948527
1.108,-0.08532321751625921
1.112,-0.09421680024125541
1.116,-0.10344767173156319
1.12,-0.09289094217553989
1.124,-0.08249023510690609
1.128,-0.08306147391627629
1.132,-0.09903301925332428
1.136,-0.08200066350037077
1.14,-0.07624613945898276
1.144,-0.0780870345151061
1.148,-0.06536048942473041
1.152,-0.08614105523641577
1.156,-0.09324148679320349
1.16,-0.07831484459154632
1.164,-0.07399417124927013
1.168,-0.08425167303443121
1.172,-0.09810044789398376
1.176,-0.08875502241254654
1.18,-0.07989806079654954
1.184,-0.06681719515930537
1.188,-0.08706827079572099
1.192,-0.09804745846250701
1.196,-0.10061520978223638
1.2,-0.10186661372583397
1.204,-0.07175736247699412
1.208,-0.07174650734271068
1.212,-0.10051748489097985
1.216,-0.09865478572058753
1.22,-0.07525997724560834
1.224,-0.07433862170388514
1.228,-0.08010817980094705
1.232,-0.08493577125071983
1.236,-0.08844907035836863
1.24,-0.07405990986493838
1.244,-0.07917880454186113
1.248,-0.07817348926532694
1.252,-0.08312172740366981
1.256,-0.08915055761674077
1.26,-0.08433442897048385
1.264,-0.06043689109812605
1.268,-0.0800965575303944
1.272,-0.07271420427043128
1.276,-0.10033337996054134
1.28,-0.08685308778469086
1.284,-0.08327510481152352
1.288,-0.06250822161601334
1.292,-0.0946055465211977
1.296,-0.08078456113365731
1.3,-0.0778693739796516
1.304,-0.06654896991149163
1.308,-0.08261500231749706
1.312,-0.08746961082589227
1.316,-0.08436538911706816
1.32,-0.07911539927762797
1.324,-0.07772519844344854
1.328,-0.06480912352385733
1.332,-0.08712032169026188
1.336,-0.09946068887218619
1.34,-0.08577463110843499
1.344,-0.06914884215943416
1.348,-0.07163359128185037
1.352,-0.1044616581122553
1.356,-0.09037361290510222
1.36,-0.08244144191451903
1.364,-0.07132934581865062
1.368,-0.070711665610976
1.372,-0.07057787979533532
1.376,-0.09058567927883132
1.38,-0.07509498831978681
1.384,-0.06080056529932012
1.388,-0.05581081599508361
1.392,-0.06455981976151647
1.396,-0.08882722458134494
1.4,-0.0777119057166695
1.404,-0.06709015428235025
1.408,-0.06811536877684864
1.412,-0.08510592657120472
1.416,-0.07237826888729544
1.42,-0.07876380298935184
1.424,-0.05627712372536217
1.428,-0.06375522033154715
1.432,-0.0950708599374083
1.436,-0.08560183793620046
1.44,-0.06913603290331956
1.444,-0.06860992442635408
1.448,-0.07557836708711635
1.452,-0.07002495944766385
1.456,-0.07681570558531906
1.46,-0.06379238333107255
1.464,-0.07300884169049883
1.468,-0.06741670922771874
1.472,-0.06867547722577501
1.476,-0.08481732192475076
1.48,-0.09149179837585791
1.484,-0.062075837950558876
1.488,-0.054097403740935926
1.492,-0.0932413724649335
1.496,-0.08802241238316343
1.5,-0.07976566885468106
1.504,-0.06711841203933427
1.508,-0.050043833220133255
1.512,-0.06876454966210024
1.516,-0.09201020530344273
1.52,-0.07342959842488504
1.524,-0.05996339589856198
1.528,-0.054967139412939264
1.532,-0.08887995688954935
1.536,-0.085688761297746
1.54,-0.06358755037337895
1.544,-0.0625949817441408
1.548,-0.06445111686621414
1.552,-0.06747786016288335
1.556,-0.08960504308031829
1.56,-0.06991810667289897
1.564,-0.048176251961919936
1.568,-0.0610857838956393
1.572,-0.08501171176167778
1.576,-0.08252798685297807
1.58,-0.07823406939427727
1.584,-0.0676884892807606
1.588,-0.08538449252170437
1.592,-0.07708020313269193
1.596,-0.09713065986079597
1.6,-0.09366082209777508
1.604,-0.047997658893520756
1.608,-0.06530689329452397
1.612,-0.07626754291754234
1.616,-0.10823834293330781
1.62,-0.07147274419233203
1.624,-0.061160130873028636
1.628,-0.05920986677191843
1.632,-0.06182808569561138
1.636,-0.07876598434519536
1.64,-0.06567637034632526
1.644,-0.07026436504555696
1.648,-0.06527101563885589
1.652,-0.05763448278480676
1.656,-0.08202199747330556
1.66,-0.0772202909444936
1.664,-0.07333922792395163
1.668,-0.052821817926352536
1.672,-0.07127189361822883
1.676,-0.0847469379131565
1.68,-0.0750712700111452
1.684,-0.07043749338622422
1.688,-0.0676287855790179
1.692,-0.08275797135721706
1.696,-0.09474134148954547
1.7,-0.05832102957482786
1.704,-0.062263586150565084
1.708,-0.07286522520639122
1.712,-0.08586232895354347
1.716,-0.08079474618715654
1.72,-0.07862633000644774
1.724,-0.06672544589307955
1.728,-0.06800899779802032
1.732,-0.06751143015222667
1.736,-0.0813948792705906
1.74,-0.0562352933464748
1.744,-0.06805936447398234
1.748,-0.07361024440612172
1.752,-0.06364833902389824
1.756,-0.07214234884278452
1.76,-0.0836065373900887
1.764,-0.05352052695738995
1.768,-0.06604104624609644
1.772,-0.06943388300765584
1.776,-0.0761786918220401
1.78,-0.06808730988992716
1.784,-0.07406143342530203
1.788,-0.07926302057897365
1.792,-0.0675569505131216
1.796,-0.08375510637895611
1.8,-0.0833022837982553
1.804,-0.059317592429022195
1.808,-0.07126120230608309
1.812,-0.07459509434189238
1.816,-0.06351515119137503
1.82,-0.06226570222065589
1.824,-0.06160108543393487
1.828,-0.0661931565104657
1.832,-0.06733434512306337
1.836,-0.07898990358908511
1.84,-0.057929463988401035
1.844,-0.04360363521023153
1.848,-0.061731228500784247
1.852,-0.07731602083016034
1.856,-0.08178791571989986
1.86,-0.06215483099021396
1.864,-0.0664347664842634
1.868,-0.05165320691571644
1.872,-0.06039443701205285
1.876,-0.08120208380253274
1.88,-0.07037215679626417
1.884,-0.04010604553442808
1.888,-0.06413835824617566
1.892,-0.09548176945365339
1.896,-0.07213383375742387
1.9,-0.07431033726458085
1.904,-0.05338990014895795
1.908,-0.054783248675461235
1.912,-0.05647114760613087
1.916,-0.07233002217726102
1.92,-0.05395146300638411
1.924,-0.05984918322316379
1.928,-0.04946996173386759
1.932,-0.07921811738513242
1.936,-0.08812706320248584
1.94,-0.09186863027286174
1.944,-0.05460884823526007
1.948,-0.05748101725517842
1.952,-0.07510965736213665
1.956,-0.07683757073398992
1.96,-0.05464018144534673
1.964,-0.06544291011168463
1.968,-0.051663255949048456
1.972,-0.06982188562311897
1.976,-0.057516666272356194
1.98,-0.06379056864390227
1.984,-0.0618338169644896
1.988,-0.06312554192936633
1.992,-0.06599746187066056
1.996,-0.07067011185025132
2.0,-0.06766554490347519
2.004,-0.061751085467432826
2.008,-0.060399500734073595
2.012,-0.07955879338537536
2.016,-0.06788616997922166
2.02,-0.06812935332380403
2.024,-0.06089763813770134
2.028,-0.07587691780016566
2.032,-0.07104895868719865
2.036,-0.07266555148061533
2.04,-0.0903572041044619
2.044,-0.033851291422516507
2.048,-0.07389589813949718
2.052,-0.08466774519436769
2.056,-0.08749188166915724
2.06,-0.08133667229679725
2.064,-0.0334198114724536
2.068,-0.07429631714415284
2.072,-0.06770417221551435
2.076,-0.08180018864975164
2.08,-0.052499875093947664
2.084,-0.048683756890248744
2.088,-0.05409084587258642
2.092,-0.05456645502544566
2.096,-0.08012476047600028
2.1,-0.051736497998120363
2.104,-0.06846712794984543
2.108,-0.05993006216774073
2.112,-0.06909113595971393
2.116,-0.07882119132485452
2.12,-0.047570986061894194
2.124,-0.059019075208434274
2.128,-0.05019513534578267
2.132,-0.07373287391633054
2.136,-0.0738872174417936
2.14,-0.07475491823274177
2.144,-0.05318378778022868
2.148,-0.07104770640270232
2.152,-0.07191667027225689
2.156,-0.06761719669841083
2.16,-0.07225133837746259
2.164,-0.05847040335637295
2.168,-0.05951206634110793
2.172,-0.05710158657857849
2.176,-0.09072013892289768
2.18,-0.07090114160961376
2.184,-0.05841808569597979
2.188,-0.06834345866211626
2.192,-0.07527245501780393
2.196,-0.07372695648913141
2.2,-0.06753839928111699
2.204,-0.06488023805368051
2.208,-0.06421771323578533
2.212,-0.04979253398013661
2.216,-0.06803872601621963
2.22,-0.06741390145327589
2.224,-0.05270740170157216
2.228,-0.05745712597064769
2.232,-0.07139307435900917
2.236,-0.057697863352573736
2.24,-0.06742986513434178
2.244,-0.0638275612428114
2.248,-0.05806636324708406
2.252,-0.07223989147734385
2.256,-0.08014525847397856
2.26,-0.05782470284078168
2.264,-0.05407909896471379
2.268,-0.0648099234521685
2.272,-0.08361152368737375
2.276,-0.07738953868867542
2.28,-0.07108227957372389
2.284,-0.06631540054016688
2.288,-0.04846179400491712
2.292,-0.07319497450792102
2.296,-0.08433514392246451
2.3,-0.07667625492838269
2.304,-0.07444394653855049
2.308,-0.0619075447017163
2.312,-0.05351680287987288
2.316,-0.07636638550277611
2.32,-0.05448164335981922
2.324,-0.05055768915357445
2.328,-0.058043811579440045
2.332,-0.06694217308955738
2.336,-0.06847023647058946
2.34,-0.05759917024181625
2.344,-0.05226055070559539
2.348,-0.06799377313042375
2.352,-0.06943426494597454
2.356,-0.08052925261642267
2.36,-0.07400008736715485
2.364,-0.06849183275434648
2.368,-0.040725300515063054
2.372,-0.056696516294091476
2.376,-0.07008962198274189
2.38,-0.07063941322833017
2.384,-0.052976449743953644
2.388,-0.052482302250172766
2.392,-0.07356217716040754
2.396,-0.07348180911112667
2.4,-0.054533098269746866
2.404,-0.07133202739637588
2.408,-0.06046834051519846
2.412,-0.056271868829263064
2.416,-0.06618229924324397
2.42,-0.035702907827686134
2.424,-0.047687812635938354
2.428,-0.052447930494199574
2.432,-0.057262115390641785
2.436,-0.07048572708915249
2.44,-0.05913066820439497
2.444,-0.0525686293519985
2.448,-0.052614154345078955
2.452,-0.0714912645664537
2.456,-0.07453880333931147
2.46,-0.07193683431653526
2.464,-0.03701161697318492
2.468,-0.04107250243137581
2.472,-0.06010028513041495
2.476,-0.06825775552903192
2.48,-0.05840776938273697
2.484,-0.056766732683034275
2.488,-0.044730562210132885
2.492,-0.07329186216251461
2.496,-0.07033729162444119
2.5,-0.07454434312258902
2.504,-0.05608743193547007
2.508,-0.053330601206632765
2.512,-0.04649493508356314
2.516,-0.0727095321251286
2.52,-0.06746067364158743
2.524,-0.045916300969466195
2.528,-0.049332476138082226
2.532,-0.08337815509750654
2.536,-0.06755555147066265
2.54,-0.07401316774932774
2.544,-0.03615450326338604
2.548,-0.045026916277829364
2.552,-0.0540952067144097
2.556,-0.06322087222972406
2.56,-0.059960255075441074
2.564,-0.04872888267471823
2.568,-0.06505418223290936
2.572,-0.055865217600189414
2.576,-0.07000604186726002
2.58,-0.06521028429644934
2.584,-0.055239877164715734
2.588,-0.06459936605064437
2.592,-0.050004535591807245
2.596,-0.07337451365536525
2.6,-0.052248314320506195
2.604,-0.03502557816113705
2.608,-0.052026600133858014
2.612,-0.06701822125715566
2.616,-0.07492724252870138
2.62,-0.07519624188396926
2.624,-0.0629025390696714
2.628,-0.05795317858919653
2.632,-0.059486996376940125
2.636,-0.07601750943985401
2.64,-0.06918334175391044
2.644,-0.05626368557975606
2.648,-0.04962219057350242
2.652,-0.05839093764333966
2.656,-0.06445149099718292
2.66,-0.05482412649541598
2.664,-0.057900221471335264
2.668,-0.0520813793924367
2.672,-0.06078135073584966
2.676,-0.06459199784574438
2.68,-0.055541731233163534
2.684,-0.04864250573854633
2.688,-0.050164259486327994
2.692,-0.050363818675405604
2.696,-0.07247074502904674
2.7,-0.06364326709295964
2.704,-0.04585828459760713
2.708,-0.04474766233938985
2.712,-0.07119005261203681
2.716,-0.06600222708203872
2.72,-0.05846966184838615
2.724,-0.044191378256055625
2.728,-0.05567105264088484
2.732,-0.05726975563612796
2.736,-0.08524249955976329
2.74,-0.06794859861745813
2.744,-0.05537684746799441
2.748,-0.05752159443434434
2.752,-0.04724288785079375
2.756,-0.06234755964645285
2.76,-0.06255358596975621
2.764,-0.03825952075779269
2.768,-0.053373393367499515
2.772,-0.05075010730265836
2.776,-0.056496130800178915
2.78,-0.03548165578057755
2.784,-0.03967783109557145
2.788,-0.054022766278549
2.792,-0.06486569747987081
2.796,-0.06825472797498122
2.8,-0.05629001362311212
2.804,-0.045919809070885574
2.808,-0.04323609857541629
2.812,-0.05288134203520464
2.816,-0.06772584153197103
2.82,-0.04018745816156659
2.824,-0.03704568901992786
2.828,-0.05389891186441877
2.832,-0.06700912296594401
2.836,-0.07569213992560785
2.84,-0.0796332653795924
2.844,-0.04468848505421183
2.848,-0.04024112590917277
2.852,-0.041234092769763434
2.856,-0.05314051023130378
2.86,-0.0467672679283038
2.864,-0.0581854993667998
2.868,-0.056859529056649843
2.872,-0.06964656900264528
2.876,-0.06087600820571472
2.88,-0.04373366486967386
2.884,-0.025053241964945582
2.888,-0.054737029042051244
2.892,-0.08353796727202624
2.896,-0.060928365717964
2.9,-0.06157786914183115
2.904,-0.05856661752314294
2.908,-0.04749291770347763
2.912,-0.05323997777829514
2.916,-0.0727128489504405
2.92,-0.0443194509439741
2.924,-0.04851230993952535
2.928,-0.05411822184624657
2.932,-0.04137248394254521
2.936,-0.0569897556388474
2.94,-0.05587751199239921
2.944,-0.040609160758971606
2.948,-0.06864417104545324
2.952,-0.0579081888057115
2.956,-0.06907619343137567
2.96,-0.05732512539440091
2.964,-0.03993749935318231
2.968,-0.04998178300641065
2.972,-0.071847800986158
2.976,-0.03916482690856356
2.98,-0.05916727982123118
2.984,-0.038639475715808544
2.988,-0.03587119398917476
2.992,-0.04916209223485986
2.996,-0.056622020550191665
3.0,-0.04269040921669071
3.004,-0.0459341345035886
3.008,-0.04619293108112611
3.012,-0.07267999137082676
3.016,-0.05798680858061201
3.02,-0.04698008069787304
3.024,-0.0461342491456762
3.028,-0.05811928049247309
3.032,-0.062029348138140934
3.036,-0.08215570209097493
3.04,-0.043872263701031
3.044,-0.05201060108724425
3.048,-0.04684315895245282
3.052,-0.05116615212154344
3.056,-0.06236792906658326
3.06,-0.07636049037542247
3.064,-0.03260060050445568
3.068,-0.03714845819364641
3.072,-0.06450272307932033
3.076,-0.05659946536541136
3.08,-0.049807960241131426
3.084,-0.04209347198607552
3.088,-0.04372764314875057
3.092,-0.06016271945250787
3.096,-0.06662335457681072
3.1,-0.05922949066496201
3.104,-0.04191269929127609
3.108,-0.04525238709857099
3.112,-0.06027973793161836
3.116,-0.05867061887363299
3.12,-0.05081277283062973
3.124,-0.034381321897804434
3.128,-0.05621370306776434
3.132,-0.05411434343426973
3.136,-0.05089604309558508
3.14,-0.051697286625088434
3.144,-0.04538324042618372
3.148,-0.038480427703385875
3.152,-0.052398603246322895
3.156,-0.04843312921732241
3.16,-0.04731128654014774
3.164,-0.057803026033937985
3.168,-0.052008727636131576
3.172,-0.05749830006618939
3.176,-0.04846607399488991
3.18,-0.05439168615165181
3.184,-0.03726628890850271
3.188,-0.0515590275455948
3.192,-0.06926828177509033
3.196,-0.07087501637343778
3.2,-0.04123481513141273
3.204,-0.04175167339396481
3.208,-0.053745484318405805
3.212,-0.061654577134335545
3.216,-0.05984331021456863
3.22,-0.04103101857601435
3.224,-0.053231776033573486
3.228,-0.04053284627615728
3.232,-0.0665692121721527
3.236,-0.06408738087086233
3.24,-0.0670160089818986
3.244,-0.051807455934952173
3.248,-0.03603975540129358
3.252,-0.053352286383815804
3.256,-0.06419888085670347
3.26,-0.04959363694268392
3.264,-0.03736641958796218
3.268,-0.056929906696444585
3.272,-0.06373436749293235
3.276,-0.060278160789837255
3.28,-0.051315995184222946
3.284,-0.026862005531815857
3.288,-0.04712553373221178
3.292,-0.046031315951636384
3.296,-0.06358699990223003
3.3,-0.0589877920431676
3.304,-0.034551744750193306
3.308,-0.03592853832276998
3.312,-0.07415270287191211
3.316,-0.05976198644028439
3.32,-0.06761044279405276
3.324,-0.038281899671987044
3.328,-0.0470920577323814
3.332,-0.048591768579851355
3.336,-0.0662856438672977
3.34,-0.04976145009318929
3.344,-0.057286945596797006
3.348,-0.0429786240762908
3.352,-0.07906385703545271
3.356,-0.07752905863458721
3.36,-0.05811067776351458
3.364,-0.04492519558544836
3.368,-0.05363738894224609
3.372,-0.06460946440648567
3.376,-0.06198484238104398
3.38,-0.0370757718866053
3.384,-0.04673160046129313
3.388,-0.04892383773706971
3.392,-0.05533441431239317
3.396,-0.0659812310792816
3.4,-0.05353701908273538
3.404,-0.030827812865913882
3.408,-0.050930565161187165
3.412,-0.05730733559684112
3.416,-0.08456855620947182
3.42,-0.05767470128125116
3.424,-0.031117850218360908
3.428,-0.030958379591593834
3.432,-0.054002102244414985
3.436,-0.07352871933067251
3.44,-0.05321584050595905
3.444,-0.058894842260803985
3.448,-0.038755547830241245
3.452,-0.05470071376594431
3.456,-0.06313722685882106
3.46,-0.05480724181061173
3.464,-0.03968522616741624
3.468,-0.05181712356153566
3.472,-0.0663475320899474
3.476,-0.07625206428708337
3.48,-0.05070762559775529
3.484,-0.04437614784928288
3.488,-0.05653683219718913
3.492,-0.050632591891853186
3.496,-0.057402839291029864
3.5,-0.04894620224932123
3.504,-0.05131170058727534
3.508,-0.05160619281019317
3.512,-0.061698481926360356
3.516,-0.06088247615294742
3.52,-0.033035593125103
3.524,-0.03032691364940813
3.528,-0.03620009789546868
3.532,-0.06342339651431704
3.536,-0.06497366040548992
3.54,-0.0508781016139856
3.544,-0.025413122295527137
3.548,-0.042844532343356105
3.552,-0.04955779629748838
3.556,-0.04977162375621208
3.56,-0.060093191518514256
3.564,-0.04482451658179104
3.568,-0.0643099674268521
3.572,-0.056651920308535546
3.576,-0.060871153972406
3.58,-0.04333501037504175
3.584,-0.0284621396065464
3.588,-0.0347358826801049
3.592,-0.05257715869499572
3.596,-0.07554281344582435
3.6,-0.049081220683305664
3.604,-0.053820106099553455
3.608,-0.03606942417012636
3.612,-0.049767196093510005
3.616,-0.08232239749226863
3.62,-0.04463384688329865
3.624,-0.04892924164748277
3.628,-0.03892040633119949
3.632,-0.07222719964303667
3.636,-0.07446071426130206
3.64,-0.0312063891518085
3.644,-0.025705784544031645
3.648,-0.04926000804845411
3.652,-0.061675985295043256
3.656,-0.058033447832208804
3.66,-0.06586160519483364
3.664,-0.04952142676258914
3.668,-0.038575039860058134
3.672,-0.05274881365074691
3.676,-0.05398299357163272
3.68,-0.05860847055220002
3.684,-0.04157574971855358
3.688,-0.04911746587308537
3.692,-0.05722436425926828
3.696,-0.051058899626753224
3.7,-0.0594378519287009
3.704,-0.037334236283771256
3.708,-0.050093305267314814
3.712,-0.03833377105122857
3.716,-0.050916092510560874
3.72,-0.05972432367590054
3.724,-0.031974070711902225
3.728,-0.037713171394017385
3.732,-0.05267891108787257
3.736,-0.06729811266547936
3.74,-0.046710505133358185
3.744,-0.04424051843859299
3.748,-0.05277478016800609
3.752,-0.06691035057604382
3.756,-0.05865932202212471
3.76,-0.04497904747555995
3.764,-0.05625251797698842
3.768,-0.040476230907610225
3.772,-0.04864710661780419
3.776,-0.05864677196986869
3.78,-0.05999153862373957
3.784,-0.03549466965050019
3.788,-0.035294424896542845
3.792,-0.04600477247746546
3.796,-0.05797213507738626
3.8,-0.04924530415619175
3.804,-0.026004811087640523
3.808,-0.03559963930283381
3.812,-0.05761298780055776
3.816,-0.060874130299405575
3.82,-0.05549596330221301
3.824,-0.03331600003915175
3.828,-0.027705102394986747
3.832,-0.038598465793157885
3.836,-0.042034438536684454
3.84,-0.05818399064893794
3.844,-0.03479315340679766
3.848,-0.05023739685900827
3.852,-0.04652876881842974
3.856,-0.05711147586912041
3.86,-0.043024050234419686
3.864,-0.01814157449788246
3.868,-0.04662634685509808
3.872,-0.04895916582307529
3.876,-0.05303008165413848
3.88,-0.02847387529341665
3.884,-0.04042345183157151
3.888,-0.050703391713997605
3.892,-0.05955277225016895
3.896,-0.06335781951125084
3.9,-0.04731495906921656
3.904,-0.0431863778027634
3.908,-0.046055925323173576
3.912,-0.05755542863724228
3.916,-0.06630550563392577
3.92,-0.04781101548985379
3.924,-0.04601054387026576
3.928,-0.04222948346925012
3.932,-0.026969731254851012
3.936,-0.06917670020550078
3.94,-0.050611736214489805
3.944,-0.0359275476396073
3.948,-0.038355297999153035
3.952,-0.049798958541424986
3.956,-0.06202806033478795
3.96,-0.037596858183440905
3.964,-0.02922858652357447
3.968,-0.038864815479233636
3.972,-0.06522129941035226
3.976,-0.05203167754789426
3.98,-0.04575146987665197
3.984,-0.05458553242008579
3.988,-0.049930756117624105
3.992,-0.046280094329901315
